order_id,store_id,customer_id,order_date,order_amount
326,18,1122,2023-11-05,298.99
327,74,71,2023-03-21,754.21
328,38,2161,2023-10-05,363.78
329,75,1298,2023-02-01,899.6
330,29,1068,2023-04-13,270.83
331,7,2070,2023-01-18,47.51
332,75,1912,2023-01-23,86.57
333,13,570,2023-12-12,92.81
334,29,186,2023-02-24,765.25
335,52,1953,2023-01-19,692.33
336,66,1966,2023-03-15,53.17
337,57,1312,2023-10-27,742.26
338,33,126,2023-11-25,166.14
339,8,873,2023-12-11,128.98
340,109,1181,2023-07-06,837.49
341,96,521,2023-11-30,408.01
342,95,4,2023-05-07,568.15
343,75,433,2023-12-05,362.02
344,48,1463,2023-09-02,173.11
345,17,148,2023-12-05,661.08
346,26,2295,2023-11-22,194.5
347,27,980,2023-08-05,979.3
348,5,302,2023-10-24,912.21
349,75,1230,2023-01-23,139.89
350,11,1092,2023-04-11,639.2
351,45,1271,2023-01-24,486.25
352,48,1893,2023-12-25,581.7
353,24,503,2023-09-30,477.3
354,112,390,2023-04-02,895.68
355,69,1023,2023-08-01,357.71
356,79,2020,2023-05-17,410.75
357,13,1778,2023-04-17,106.99
358,49,127,2023-07-18,317.64
359,19,717,2023-09-30,918.09
360,77,644,2023-06-09,385.93
361,40,677,2023-02-26,398.34
362,56,1624,2023-09-18,200.95
363,78,1966,2023-10-08,576.73
364,116,850,2023-04-19,812.58
365,114,1910,2023-04-02,399.42
366,58,431,2023-03-09,730.44
367,94,2078,2023-06-05,60.98
368,115,880,2023-06-25,408.28
369,58,2358,2023-06-09,593.4
370,7,410,2023-02-14,491.66
371,94,270,2023-09-03,190.33
372,60,1782,2023-06-27,256.91
373,61,881,2023-02-09,256.92
374,95,1802,2023-09-26,216.22
375,2,1496,2023-01-15,225.64
376,101,1980,2023-10-07,828.28
377,32,2224,2023-03-18,828.86
378,3,1134,2023-04-23,302.22
379,92,1787,2023-01-21,303.16
380,20,172,2023-01-15,638.98
381,85,2417,2023-10-02,808.17
382,95,2269,2023-04-20,45.7
383,64,975,2023-12-26,356.36
384,87,1198,2023-12-31,144.3
385,30,1764,2023-07-07,884.62
386,107,419,2023-04-24,343.02
387,65,652,2023-01-19,403.96
388,34,41,2023-02-19,825.61
389,46,2481,2023-10-15,357.61
390,60,1146,2023-10-28,533.64
391,74,328,2023-09-10,788.98
392,69,1494,2023-04-24,704.79
393,110,1538,2023-12-20,344.96
394,42,1938,2023-06-17,562.87
395,81,764,2023-01-10,919.07
396,108,607,2023-01-29,915.58
397,15,377,2023-04-24,783.74
398,79,396,2023-12-21,409.58
399,1,228,2023-01-16,589.42
400,5,365,2023-08-03,899.73
401,9,2388,2023-11-06,132.66
402,103,886,2023-12-24,633.96
403,70,607,2023-07-08,320.17
404,66,2445,2023-11-09,136.04
405,47,2153,2023-11-28,838.08
406,19,2105,2023-03-03,708.11
407,96,1783,2023-07-17,633.25
408,93,877,2023-01-11,14.78
409,59,1396,2023-03-01,230.12
410,33,571,2023-02-27,307.5
411,101,871,2023-12-16,318.84
412,98,1386,2023-03-15,863.41
413,50,477,2023-03-27,395.43
414,87,2289,2023-11-06,912.53
415,85,1932,2023-11-03,791.24
416,78,1478,2023-11-23,41.41
417,20,1691,2023-03-13,388.0
418,4,1279,2023-01-02,661.53
419,56,345,2023-10-29,966.35
420,109,47,2023-08-02,539.42
421,39,333,2023-03-07,89.64
422,25,483,2023-08-07,497.07
423,99,355,2023-11-21,198.96
424,59,181,2023-02-19,169.79
425,87,1792,2023-05-03,747.16
426,89,463,2023-06-30,389.16
427,52,2067,2023-06-23,142.29
428,112,1625,2023-01-04,145.48
429,86,1585,2023-07-02,698.08
430,94,925,2023-01-31,569.09
431,82,1337,2023-02-10,800.15
432,62,241,2023-01-24,708.87
433,118,1465,2023-08-06,177.28
434,105,2412,2023-06-12,411.17
435,104,238,2023-01-18,65.3
436,53,348,2023-07-25,769.53
437,77,2439,2023-07-16,463.44
438,26,2446,2023-10-08,927.54
439,59,1529,2023-02-02,112.41
440,114,1870,2023-01-25,597.74
441,105,544,2023-05-10,551.21
442,5,2349,2023-08-25,205.51
443,87,1528,2023-01-27,167.68
444,6,412,2023-05-25,42.59
445,109,844,2023-03-04,281.81
446,17,2071,2023-09-26,190.4
447,45,664,2023-07-18,852.27
448,9,1515,2023-03-20,394.2
449,43,2449,2023-04-03,754.58
450,69,2051,2023-08-27,377.79
451,73,1693,2023-07-08,827.32
452,77,2080,2023-03-02,820.52
453,67,282,2023-05-11,167.01
454,46,1634,2023-07-14,667.65
455,17,419,2023-05-24,540.56
456,71,1789,2023-01-21,580.68
457,78,1587,2023-05-10,435.39
458,8,2330,2023-05-22,411.61
459,99,1425,2023-02-23,424.89
460,1,351,2023-12-26,894.41
461,109,833,2023-01-07,543.54
462,107,2290,2023-03-07,234.97
463,29,1439,2023-01-01,321.14
464,8,2045,2023-06-21,563.39
465,25,365,2023-07-08,232.61
466,40,277,2023-06-14,170.79
467,64,1310,2023-01-28,768.24
468,44,220,2023-06-10,515.63
469,104,821,2023-05-13,315.24
470,14,2222,2023-06-27,76.4
471,2,1893,2023-03-09,679.85
472,71,9,2023-12-29,368.59
473,33,1320,2023-12-02,296.16
474,18,1141,2023-09-06,68.8
475,54,416,2023-09-26,602.35
476,20,1861,2023-02-03,459.66
477,26,1147,2023-07-17,920.53
478,105,222,2023-05-18,765.5
479,80,2292,2023-09-01,201.34
480,25,2465,2023-12-27,929.83
481,43,1169,2023-02-17,908.16
482,46,72,2023-08-04,539.97
483,57,738,2023-12-31,755.3
484,26,101,2023-09-11,881.3
485,60,2353,2023-09-18,83.74
486,110,961,2023-12-23,72.39
487,4,1146,2023-02-23,579.97
488,46,1040,2023-04-30,340.94
489,69,1503,2023-03-17,148.34
490,105,2301,2023-01-16,121.52
491,7,1289,2023-10-26,942.78
492,3,1252,2023-07-15,141.86
493,93,68,2023-07-07,746.28
494,51,1534,2023-06-12,226.98
495,10,86,2023-02-20,835.17
496,73,928,2023-02-06,909.05
497,88,314,2023-12-29,758.1
498,25,972,2023-02-14,305.0
499,58,845,2023-03-24,920.38
500,58,2385,2023-11-10,634.82
501,59,321,2023-01-19,270.58
502,111,369,2023-07-09,248.57
503,72,1697,2023-07-20,293.15
504,103,1175,2023-03-19,322.13
505,52,1468,2023-05-23,556.3
506,74,908,2023-06-29,839.45
507,88,289,2023-03-31,790.0
508,71,1804,2023-03-22,371.54
509,42,2477,2023-03-10,602.7
510,48,2363,2023-01-03,366.24
511,5,1999,2023-07-21,635.06
512,109,1300,2023-06-19,220.66
513,16,522,2023-09-24,611.48
514,79,788,2023-06-18,689.79
515,35,871,2023-08-05,921.25
516,35,132,2023-03-29,306.2
517,65,2476,2023-11-08,963.66
518,6,744,2023-12-09,99.64
519,76,347,2023-08-29,732.08
520,102,187,2023-06-21,429.9
521,66,1111,2023-10-07,899.03
522,79,2188,2023-09-13,858.19
523,83,1099,2023-06-06,15.74
524,48,1070,2023-09-14,257.19
525,81,381,2023-01-20,560.6
526,47,777,2023-06-08,892.06
527,18,1583,2023-06-10,613.15
528,83,2376,2023-04-21,438.97
529,12,2096,2023-08-07,78.0
530,6,1556,2023-03-27,548.43
531,15,285,2023-12-24,988.77
532,89,1872,2023-12-07,636.2
533,111,1989,2023-06-05,283.19
534,105,755,2023-10-19,334.45
535,113,147,2023-08-12,171.53
536,62,1520,2023-03-08,856.79
537,60,2010,2023-06-17,586.5
538,105,962,2023-12-26,973.94
539,28,2328,2023-07-06,188.48
540,64,348,2023-03-26,629.91
541,103,414,2023-06-25,833.79
542,116,315,2023-07-02,858.81
543,39,2367,2023-11-26,47.55
544,97,937,2023-07-04,790.55
545,2,1934,2023-01-17,810.51
546,16,1227,2023-06-06,141.07
547,107,814,2023-05-04,488.32
548,25,1649,2023-05-26,401.04
549,91,2403,2023-05-04,540.13
550,17,677,2023-03-06,281.36
551,57,1573,2023-05-07,488.37
552,46,777,2023-01-29,729.83
553,57,2423,2023-09-29,964.11
554,93,1447,2023-08-15,352.5
555,32,2369,2023-09-21,726.9
556,46,1805,2023-02-08,823.06
557,55,137,2023-11-24,738.06
558,14,1316,2023-11-14,853.36
559,60,511,2023-03-26,887.9
560,4,2309,2023-03-22,386.0
561,56,1726,2023-12-20,35.01
562,71,1970,2023-08-04,612.13
563,33,892,2023-04-18,728.46
564,38,1787,2023-06-03,923.94
565,33,1105,2023-05-18,644.17
566,112,852,2023-04-25,204.42
567,77,2231,2023-09-02,49.92
568,68,1531,2023-05-21,127.96
569,20,660,2023-07-17,65.22
570,46,2285,2023-03-29,667.22
571,117,756,2023-09-08,273.4
572,82,34,2023-12-27,343.4
573,24,912,2023-06-05,469.7
574,76,1086,2023-03-25,238.8
575,37,1742,2023-07-30,664.93
576,14,555,2023-12-23,961.67
577,107,1136,2023-10-04,889.88
578,36,2155,2023-06-30,669.1
579,3,2149,2023-04-19,87.44
580,67,435,2023-12-16,290.12
581,34,2145,2023-02-03,485.86
582,104,1716,2023-10-06,588.61
583,110,1642,2023-08-23,830.39
584,34,1702,2023-06-22,884.45
585,104,1425,2023-04-24,71.05
586,76,525,2023-06-15,920.06
587,97,253,2023-12-19,764.56
588,36,271,2023-06-04,656.85
589,112,2288,2023-09-27,729.73
590,17,1114,2023-10-10,487.77
591,57,1410,2023-03-02,690.44
592,34,419,2023-09-10,903.91
593,50,1274,2023-06-12,178.71
594,79,1825,2023-06-13,13.14
595,54,1140,2023-02-02,408.8
596,99,2472,2023-11-30,558.69
597,16,1582,2023-08-16,822.94
598,110,256,2023-08-19,70.08
599,64,2177,2023-01-11,35.49
600,93,1774,2023-02-10,365.36
601,89,2443,2023-06-10,365.47
602,9,914,2023-05-17,624.6
603,63,2117,2023-12-21,361.44
604,45,1400,2023-12-26,384.68
605,52,1152,2023-07-10,686.73
606,44,22,2023-06-19,594.95
607,89,2261,2023-12-09,849.9
608,58,164,2023-09-09,973.93
609,72,1727,2023-11-20,304.38
610,93,1499,2023-03-21,37.23
611,70,1159,2023-02-22,435.64
612,98,1421,2023-07-11,743.21
613,25,109,2023-04-27,799.56
614,53,992,2023-08-31,564.62
615,102,952,2023-07-04,571.87
616,78,2337,2023-12-22,246.33
617,119,1764,2023-01-21,684.68
618,88,626,2023-05-17,492.19
619,33,391,2023-06-18,946.1
620,98,2071,2023-08-16,376.54
621,34,907,2023-04-16,930.14
622,65,838,2023-12-13,217.28
623,8,1096,2023-10-04,608.64
624,120,1548,2023-12-05,375.79
625,66,1341,2023-12-03,108.31
626,94,1933,2023-04-21,897.07
627,64,2034,2023-03-24,408.22
628,78,1567,2023-10-17,591.44
629,91,1296,2023-05-12,208.6
630,79,868,2023-09-09,31.48
631,1,1121,2023-03-08,419.4
632,97,1132,2023-08-31,236.26
633,36,1523,2023-05-16,196.67
634,43,1413,2023-06-15,11.4
635,101,1972,2023-12-02,501.7
636,72,1116,2023-11-28,212.58
637,113,1436,2023-01-09,572.74
638,90,138,2023-12-23,135.16
639,105,1175,2023-01-18,889.59
640,116,1023,2023-04-20,184.63
641,120,942,2023-03-11,585.51
642,93,1161,2023-12-27,354.36
643,110,11,2023-05-04,620.66
644,113,1510,2023-05-18,820.44
645,12,678,2023-10-06,747.29
646,22,922,2023-05-27,44.67
647,36,140,2023-12-29,800.88
648,3,1786,2023-12-12,543.59
649,33,103,2023-11-13,131.96
650,114,1745,2023-03-02,796.83
651,14,466,2023-09-30,585.87
652,29,1577,2023-12-12,86.72
653,45,868,2023-06-07,658.28
654,94,456,2023-01-26,799.94
655,86,1947,2023-01-04,106.53
656,63,24,2023-06-06,262.99
657,79,1235,2023-12-04,160.27
658,104,2224,2023-09-30,164.8
659,72,888,2023-05-23,358.16
660,106,1363,2023-11-13,367.51
661,24,890,2023-06-02,845.44
662,38,2148,2023-06-26,554.5
663,57,1998,2023-01-21,969.55
664,32,1510,2023-08-21,954.05
665,11,1911,2023-04-28,192.41
666,53,249,2023-04-18,968.52
667,59,1326,2023-11-11,560.96
668,34,2311,2023-11-02,145.39
669,87,2226,2023-01-29,927.09
670,46,1188,2023-03-06,198.72
671,65,170,2023-10-04,555.14
672,39,201,2023-03-17,819.37
673,19,60,2023-12-27,415.37
674,117,1870,2023-06-19,459.86
675,72,1161,2023-01-18,42.02
676,51,1971,2023-04-12,762.82
677,41,2165,2023-11-26,86.09
678,1,912,2023-01-12,381.75
679,49,2426,2023-06-27,377.32
680,65,2009,2023-02-02,258.96
681,39,1737,2023-07-10,88.72
682,60,685,2023-05-06,278.14
683,82,1066,2023-09-12,122.12
684,26,361,2023-02-15,845.18
685,14,172,2023-06-07,484.15
686,50,1272,2023-04-16,485.34
687,3,772,2023-05-12,992.94
688,50,1193,2023-12-14,651.21
689,111,2090,2023-09-23,112.22
690,49,1063,2023-08-17,367.33
691,92,1763,2023-10-13,796.12
692,89,1714,2023-09-14,652.59
693,100,1301,2023-09-18,239.03
694,48,1300,2023-01-19,950.51
695,111,243,2023-04-05,522.95
696,90,794,2023-08-28,70.98
697,81,1890,2023-03-14,33.25
698,120,1619,2023-10-27,945.58
699,100,1417,2023-07-02,292.31
700,78,1003,2023-11-25,158.29
701,55,2409,2023-04-12,258.59
702,50,627,2023-10-18,48.74
703,112,694,2023-07-10,63.53
704,103,905,2023-10-25,336.33
705,43,38,2023-09-26,35.47
706,1,62,2023-05-01,607.96
707,30,2439,2023-08-05,344.76
708,55,1272,2023-10-14,528.06
709,25,626,2023-08-28,300.42
710,95,1907,2023-01-11,108.15
711,84,599,2023-11-05,687.88
712,20,309,2023-07-03,297.8
713,27,1082,2023-01-05,433.38
714,39,1287,2023-06-16,950.68
715,81,1046,2023-09-12,176.0
716,109,1451,2023-11-18,569.92
717,49,506,2023-10-09,939.43
718,57,1678,2023-02-18,666.23
719,88,2236,2023-08-16,663.99
720,8,1938,2023-11-07,480.92
721,60,453,2023-10-04,297.58
722,60,1040,2023-02-13,557.77
723,11,908,2023-05-27,631.1
724,115,1239,2023-07-31,59.18
725,31,2121,2023-04-13,187.51
726,16,1672,2023-04-27,625.16
727,43,1383,2023-10-19,146.39
728,89,385,2023-09-26,997.31
729,11,1425,2023-02-09,69.49
730,9,165,2023-04-19,228.75
731,86,667,2023-02-19,264.88
732,90,2328,2023-04-05,695.1
733,52,1231,2023-12-03,709.04
734,91,1504,2023-12-31,667.41
735,19,2373,2023-07-04,182.51
736,81,101,2023-03-17,469.5
737,76,2089,2023-11-18,657.27
738,3,1791,2023-08-12,9.39
739,70,687,2023-08-31,528.23
740,45,971,2023-10-21,534.09
741,46,222,2023-03-12,743.73
742,33,1161,2023-12-05,374.58
743,60,1093,2023-03-29,927.8
744,67,2463,2023-02-26,816.18
745,83,133,2023-01-27,956.19
746,110,2010,2023-04-21,777.1
747,11,1174,2023-09-20,502.25
748,108,1196,2023-03-08,910.88
749,86,1561,2023-08-11,865.29
750,118,2416,2023-06-08,931.39
751,61,2274,2023-09-24,733.93
752,119,906,2023-09-21,855.96
753,118,1385,2023-12-09,513.18
754,27,1943,2023-04-11,290.96
755,61,196,2023-05-24,242.14
756,103,2009,2023-10-21,587.1
757,61,1233,2023-12-25,250.99
758,92,1798,2023-09-22,679.43
759,24,306,2023-07-05,752.73
760,65,2200,2023-03-09,955.12
761,10,779,2023-08-01,584.01
762,78,2022,2023-03-06,311.25
763,52,1890,2023-03-02,936.19
764,51,710,2023-06-18,209.71
765,88,1661,2023-07-26,516.67
766,59,2068,2023-06-14,145.94
767,2,411,2023-03-31,417.4
768,29,1831,2023-10-04,51.84
769,21,2458,2023-10-27,415.11
770,100,1061,2023-09-05,954.48
771,48,431,2023-11-21,259.25
772,11,2214,2023-02-05,90.85
773,119,934,2023-09-28,761.5
774,109,301,2023-09-02,470.44
775,18,1205,2023-01-13,51.24
776,21,172,2023-02-24,463.69
777,80,1843,2023-05-15,583.73
778,83,363,2023-08-09,533.7
779,117,793,2023-04-24,637.89
780,49,2052,2023-07-05,483.86
781,90,1552,2023-10-26,908.98
782,46,881,2023-11-20,939.25
783,49,1777,2023-03-19,473.77
784,2,673,2023-07-11,836.79
785,35,1308,2023-01-27,261.31
786,78,2385,2023-04-17,859.54
787,45,1725,2023-10-05,484.99
788,82,1563,2023-02-16,661.34
789,68,2420,2023-06-30,405.02
790,6,1693,2023-03-29,432.18
791,26,946,2023-01-30,111.24
792,116,571,2023-12-11,948.85
793,21,766,2023-09-20,227.66
